indice,titulacion,asignatura,especialidad,curso,semestre,grupo,tipo_de_grupo,profesor,dia_de_la_semana,hora_inicio,hora_fin
119,BachelorS Degree in Computer Engineering,Calculus,,First academic year,First semester,13,Laboratory group,Maria Pilar Munoz Rivas,Friday,18:30:00,19:30:00
120,BachelorS Degree in Computer Engineering,Calculus,,First academic year,First semester,B,Laboratory group,Abraham Rueda Zoca,Monday,09:30:00,11:30:00
121,BachelorS Degree in Computer Engineering,Calculus,,First academic year,First semester,C,Laboratory group,Abraham Rueda Zoca,Tuesday,09:30:00,10:30:00
122,BachelorS Degree in Computer Engineering,Calculus,,First academic year,First semester,A,Laboratory group,Abraham Rueda Zoca,Wednesday,09:30:00,11:30:00
123,BachelorS Degree in Computer Engineering,Calculus,,First academic year,First semester,2,Laboratory group,Abraham Rueda Zoca,Thursday,09:30:00,10:30:00
124,BachelorS Degree in Computer Engineering,Calculus,,First academic year,First semester,A,Laboratory group,Abraham Rueda Zoca,Friday,09:30:00,10:30:00
125,BachelorS Degree in Computer Engineering,Calculus,,First academic year,First semester,C,Laboratory group,Abraham Rueda Zoca,Monday,10:30:00,11:30:00
126,BachelorS Degree in Computer Engineering,Calculus,,First academic year,First semester,B,Laboratory group,Abraham Rueda Zoca,Friday,10:30:00,11:30:00
127,BachelorS Degree in Computer Engineering,Calculus,,First academic year,First semester,7,Laboratory group,Abraham Rueda Zoca,Monday,11:30:00,12:30:00
128,BachelorS Degree in Computer Engineering,Calculus,,First academic year,First semester,5,Laboratory group,Abraham Rueda Zoca,Thursday,11:30:00,12:30:00
129,BachelorS Degree in Computer Engineering,Calculus,,First academic year,First semester,4,Laboratory group,Abraham Rueda Zoca,Friday,11:30:00,12:30:00
130,BachelorS Degree in Computer Engineering,Calculus,,First academic year,First semester,C,Laboratory group,Abraham Rueda Zoca,Wednesday,12:30:00,13:30:00
131,BachelorS Degree in Computer Engineering,Calculus,,First academic year,First semester,E,Laboratory group,Abraham Rueda Zoca,Tuesday,15:30:00,17:30:00
132,BachelorS Degree in Computer Engineering,Calculus,,First academic year,First semester,D,Laboratory group,Abraham Rueda Zoca,Wednesday,15:30:00,17:30:00
133,BachelorS Degree in Computer Engineering,Calculus,,First academic year,First semester,9,Laboratory group,Abraham Rueda Zoca,Thursday,15:30:00,16:30:00
134,BachelorS Degree in Computer Engineering,Calculus,,First academic year,First semester,D,Laboratory group,Abraham Rueda Zoca,Friday,16:30:00,17:30:00
135,BachelorS Degree in Computer Engineering,Calculus,,First academic year,First semester,10,Laboratory group,Abraham Rueda Zoca,Monday,17:30:00,18:30:00
136,BachelorS Degree in Computer Engineering,Calculus,,First academic year,First semester,12,Laboratory group,Abraham Rueda Zoca,Thursday,17:30:00,18:30:00
137,BachelorS Degree in Computer Engineering,Calculus,,First academic year,First semester,11,Laboratory group,Abraham Rueda Zoca,Tuesday,18:30:00,19:30:00
138,BachelorS Degree in Computer Engineering,Calculus,,First academic year,First semester,14,Laboratory group,Abraham Rueda Zoca,Wednesday,18:30:00,19:30:00
139,BachelorS Degree in Computer Engineering,Calculus,,First academic year,First semester,13,Laboratory group,Abraham Rueda Zoca,Friday,18:30:00,19:30:00
140,BachelorS Degree in Computer Engineering,Fundamentals of Physics and Technology,,First academic year,First semester,1,Theory group,Pedro Cartujo Cassinello,Monday,09:30:00,11:30:00
141,BachelorS Degree in Computer Engineering,Fundamentals of Physics and Technology,,First academic year,First semester,3,Theory group,Pedro Cartujo Cassinello,Tuesday,09:30:00,11:30:00
142,BachelorS Degree in Computer Engineering,Fundamentals of Physics and Technology,,First academic year,First semester,7,Theory group,Pedro Cartujo Cassinello,Wednesday,09:30:00,11:30:00
143,BachelorS Degree in Computer Engineering,Fundamentals of Physics and Technology,,First academic year,First semester,B,Theory group,Pedro Cartujo Cassinello,Thursday,09:30:00,10:30:00
144,BachelorS Degree in Computer Engineering,Fundamentals of Physics and Technology,,First academic year,First semester,2,Theory group,Pedro Cartujo Cassinello,Friday,10:30:00,12:30:00
145,BachelorS Degree in Computer Engineering,Fundamentals of Physics and Technology,,First academic year,First semester,6,Theory group,Pedro Cartujo Cassinello,Monday,11:30:00,13:30:00
146,BachelorS Degree in Computer Engineering,Fundamentals of Physics and Technology,,First academic year,First semester,8,Theory group,Pedro Cartujo Cassinello,Tuesday,11:30:00,13:30:00
147,BachelorS Degree in Computer Engineering,Fundamentals of Physics and Technology,,First academic year,First semester,A,Theory group,Pedro Cartujo Cassinello,Wednesday,11:30:00,13:30:00
148,BachelorS Degree in Computer Engineering,Fundamentals of Physics and Technology,,First academic year,First semester,4,Theory group,Pedro Cartujo Cassinello,Thursday,11:30:00,13:30:00
149,BachelorS Degree in Computer Engineering,Fundamentals of Physics and Technology,,First academic year,First semester,14,Theory group,Pedro Cartujo Cassinello,Wednesday,15:30:00,17:30:00
150,BachelorS Degree in Computer Engineering,Fundamentals of Physics and Technology,,First academic year,First semester,9,Theory group,Pedro Cartujo Cassinello,Monday,17:30:00,19:30:00
151,BachelorS Degree in Computer Engineering,Fundamentals of Physics and Technology,,First academic year,First semester,10,Theory group,Pedro Cartujo Cassinello,Tuesday,17:30:00,19:30:00
152,BachelorS Degree in Computer Engineering,Fundamentals of Physics and Technology,,First academic year,First semester,11,Theory group,Pedro Cartujo Cassinello,Wednesday,17:30:00,19:30:00
153,BachelorS Degree in Computer Engineering,Fundamentals of Physics and Technology,,First academic year,First semester,D,Theory group,Pedro Cartujo Cassinello,Thursday,17:30:00,19:30:00
154,BachelorS Degree in Computer Engineering,Fundamentals of Physics and Technology,,First academic year,First semester,12,Theory group,Pedro Cartujo Cassinello,Friday,17:30:00,19:30:00
155,BachelorS Degree in Computer Engineering,Fundamentals of Physics and Technology,,First academic year,First semester,1,Theory group,Ignacio Melchor Ferrer,Monday,09:30:00,11:30:00
156,BachelorS Degree in Computer Engineering,Fundamentals of Physics and Technology,,First academic year,First semester,3,Theory group,Ignacio Melchor Ferrer,Tuesday,09:30:00,11:30:00
157,BachelorS Degree in Computer Engineering,Fundamentals of Physics and Technology,,First academic year,First semester,7,Theory group,Ignacio Melchor Ferrer,Wednesday,09:30:00,11:30:00
158,BachelorS Degree in Computer Engineering,Fundamentals of Physics and Technology,,First academic year,First semester,B,Theory group,Ignacio Melchor Ferrer,Thursday,09:30:00,10:30:00
159,BachelorS Degree in Computer Engineering,Fundamentals of Physics and Technology,,First academic year,First semester,2,Theory group,Ignacio Melchor Ferrer,Friday,10:30:00,12:30:00
160,BachelorS Degree in Computer Engineering,Fundamentals of Physics and Technology,,First academic year,First semester,6,Theory group,Ignacio Melchor Ferrer,Monday,11:30:00,13:30:00
161,BachelorS Degree in Computer Engineering,Fundamentals of Physics and Technology,,First academic year,First semester,8,Theory group,Ignacio Melchor Ferrer,Tuesday,11:30:00,13:30:00
162,BachelorS Degree in Computer Engineering,Fundamentals of Physics and Technology,,First academic year,First semester,A,Theory group,Ignacio Melchor Ferrer,Wednesday,11:30:00,13:30:00
163,BachelorS Degree in Computer Engineering,Fundamentals of Physics and Technology,,First academic year,First semester,4,Theory group,Ignacio Melchor Ferrer,Thursday,11:30:00,13:30:00
164,BachelorS Degree in Computer Engineering,Fundamentals of Physics and Technology,,First academic year,First semester,14,Theory group,Ignacio Melchor Ferrer,Wednesday,15:30:00,17:30:00
165,BachelorS Degree in Computer Engineering,Fundamentals of Physics and Technology,,First academic year,First semester,9,Theory group,Ignacio Melchor Ferrer,Monday,17:30:00,19:30:00
166,BachelorS Degree in Computer Engineering,Fundamentals of Physics and Technology,,First academic year,First semester,10,Theory group,Ignacio Melchor Ferrer,Tuesday,17:30:00,19:30:00
167,BachelorS Degree in Computer Engineering,Fundamentals of Physics and Technology,,First academic year,First semester,11,Theory group,Ignacio Melchor Ferrer,Wednesday,17:30:00,19:30:00
168,BachelorS Degree in Computer Engineering,Fundamentals of Physics and Technology,,First academic year,First semester,D,Theory group,Ignacio Melchor Ferrer,Thursday,17:30:00,19:30:00
169,BachelorS Degree in Computer Engineering,Fundamentals of Physics and Technology,,First academic year,First semester,12,Theory group,Ignacio Melchor Ferrer,Friday,17:30:00,19:30:00
170,BachelorS Degree in Computer Engineering,Fundamentals of Physics and Technology,,First academic year,First semester,1,Theory group,Jose Luis Padilla De la Torre,Monday,09:30:00,11:30:00
171,BachelorS Degree in Computer Engineering,Fundamentals of Physics and Technology,,First academic year,First semester,3,Theory group,Jose Luis Padilla De la Torre,Tuesday,09:30:00,11:30:00
172,BachelorS Degree in Computer Engineering,Fundamentals of Physics and Technology,,First academic year,First semester,7,Theory group,Jose Luis Padilla De la Torre,Wednesday,09:30:00,11:30:00
173,BachelorS Degree in Computer Engineering,Fundamentals of Physics and Technology,,First academic year,First semester,B,Theory group,Jose Luis Padilla De la Torre,Thursday,09:30:00,10:30:00
174,BachelorS Degree in Computer Engineering,Fundamentals of Physics and Technology,,First academic year,First semester,2,Theory group,Jose Luis Padilla De la Torre,Friday,10:30:00,12:30:00
175,BachelorS Degree in Computer Engineering,Fundamentals of Physics and Technology,,First academic year,First semester,6,Theory group,Jose Luis Padilla De la Torre,Monday,11:30:00,13:30:00
176,BachelorS Degree in Computer Engineering,Fundamentals of Physics and Technology,,First academic year,First semester,8,Theory group,Jose Luis Padilla De la Torre,Tuesday,11:30:00,13:30:00
177,BachelorS Degree in Computer Engineering,Fundamentals of Physics and Technology,,First academic year,First semester,A,Theory group,Jose Luis Padilla De la Torre,Wednesday,11:30:00,13:30:00
178,BachelorS Degree in Computer Engineering,Fundamentals of Physics and Technology,,First academic year,First semester,4,Theory group,Jose Luis Padilla De la Torre,Thursday,11:30:00,13:30:00
179,BachelorS Degree in Computer Engineering,Fundamentals of Physics and Technology,,First academic year,First semester,14,Theory group,Jose Luis Padilla De la Torre,Wednesday,15:30:00,17:30:00
180,BachelorS Degree in Computer Engineering,Fundamentals of Physics and Technology,,First academic year,First semester,9,Theory group,Jose Luis Padilla De la Torre,Monday,17:30:00,19:30:00
181,BachelorS Degree in Computer Engineering,Fundamentals of Physics and Technology,,First academic year,First semester,10,Theory group,Jose Luis Padilla De la Torre,Tuesday,17:30:00,19:30:00
182,BachelorS Degree in Computer Engineering,Fundamentals of Physics and Technology,,First academic year,First semester,11,Theory group,Jose Luis Padilla De la Torre,Wednesday,17:30:00,19:30:00
